age,bmi,goal
47,17.89,GAIN_MUSCLE
24,17.38,GAIN_MUSCLE
54,31.14,LOSE_WEIGHT
35,26.47,LOSE_WEIGHT
42,20.33,MAINTAIN
25,22.88,MAINTAIN
48,20.58,MAINTAIN
22,29.15,LOSE_WEIGHT
36,13.92,GAIN_MUSCLE
22,15.17,GAIN_MUSCLE
29,45.37,LOSE_WEIGHT
31,27.88,LOSE_WEIGHT
37,25.34,LOSE_WEIGHT
38,20.97,MAINTAIN
59,32.87,LOSE_WEIGHT
33,19.35,MAINTAIN
19,12.91,GAIN_MUSCLE
46,18.46,GAIN_MUSCLE
58,19.96,MAINTAIN
15,25.29,LOSE_WEIGHT
37,28.28,LOSE_WEIGHT
51,20.2,MAINTAIN
22,28.19,LOSE_WEIGHT
27,17.57,GAIN_MUSCLE
22,21.79,MAINTAIN
37,29.4,LOSE_WEIGHT
57,15.83,GAIN_MUSCLE
15,24.73,MAINTAIN
59,22.58,MAINTAIN
38,11.71,GAIN_MUSCLE
49,25.55,LOSE_WEIGHT
38,18.28,GAIN_MUSCLE
31,26.16,LOSE_WEIGHT
19,15.24,GAIN_MUSCLE
34,42.11,LOSE_WEIGHT
35,30.36,LOSE_WEIGHT
54,14.54,GAIN_MUSCLE
45,18.74,MAINTAIN
50,16.0,GAIN_MUSCLE
25,44.01,LOSE_WEIGHT
29,19.26,MAINTAIN
33,22.54,MAINTAIN
21,26.89,LOSE_WEIGHT
42,13.95,GAIN_MUSCLE
57,21.81,MAINTAIN
19,20.07,MAINTAIN
19,36.14,LOSE_WEIGHT
44,13.81,GAIN_MUSCLE
46,18.83,MAINTAIN
22,26.49,LOSE_WEIGHT
24,28.43,LOSE_WEIGHT
52,18.3,GAIN_MUSCLE
46,12.49,GAIN_MUSCLE
42,31.39,LOSE_WEIGHT
31,41.53,LOSE_WEIGHT
45,25.15,LOSE_WEIGHT
22,26.43,LOSE_WEIGHT
54,12.82,GAIN_MUSCLE
39,22.54,MAINTAIN
23,38.75,LOSE_WEIGHT
16,19.53,MAINTAIN
29,38.5,LOSE_WEIGHT
17,15.98,GAIN_MUSCLE
50,20.39,MAINTAIN
18,19.4,MAINTAIN
28,33.73,LOSE_WEIGHT
55,33.75,LOSE_WEIGHT
55,26.73,LOSE_WEIGHT
39,21.93,MAINTAIN
24,39.35,LOSE_WEIGHT
35,19.33,MAINTAIN
50,15.69,GAIN_MUSCLE
26,15.2,GAIN_MUSCLE
41,30.23,LOSE_WEIGHT
54,22.96,MAINTAIN
16,13.39,GAIN_MUSCLE
27,14.81,GAIN_MUSCLE
46,39.32,LOSE_WEIGHT
45,24.83,MAINTAIN
30,28.86,LOSE_WEIGHT
46,35.43,LOSE_WEIGHT
46,20.59,MAINTAIN
48,25.52,LOSE_WEIGHT
25,28.32,LOSE_WEIGHT
24,15.54,GAIN_MUSCLE
29,21.01,MAINTAIN
31,17.92,GAIN_MUSCLE
54,23.34,MAINTAIN
32,22.6,MAINTAIN
23,22.87,MAINTAIN
39,24.98,LOSE_WEIGHT
54,27.73,LOSE_WEIGHT
28,14.34,GAIN_MUSCLE
39,19.6,MAINTAIN
36,13.29,GAIN_MUSCLE
44,30.77,LOSE_WEIGHT
34,21.38,MAINTAIN
35,29.07,LOSE_WEIGHT
58,17.71,GAIN_MUSCLE
46,19.16,MAINTAIN
35,26.38,LOSE_WEIGHT
49,17.53,GAIN_MUSCLE
46,17.53,GAIN_MUSCLE
44,26.38,LOSE_WEIGHT
53,19.04,MAINTAIN
26,29.66,LOSE_WEIGHT
55,13.24,GAIN_MUSCLE
32,28.84,LOSE_WEIGHT
35,30.44,LOSE_WEIGHT
27,29.53,LOSE_WEIGHT
35,31.7,LOSE_WEIGHT
22,17.95,GAIN_MUSCLE
54,21.12,MAINTAIN
21,29.86,LOSE_WEIGHT
37,20.49,MAINTAIN
58,14.57,GAIN_MUSCLE
46,14.42,GAIN_MUSCLE
25,25.93,LOSE_WEIGHT
36,18.09,GAIN_MUSCLE
36,36.34,LOSE_WEIGHT
57,44.74,LOSE_WEIGHT
39,38.49,LOSE_WEIGHT
36,21.99,MAINTAIN
42,38.65,LOSE_WEIGHT
43,21.7,MAINTAIN
27,12.71,GAIN_MUSCLE
32,15.54,GAIN_MUSCLE
16,13.66,GAIN_MUSCLE
43,26.02,LOSE_WEIGHT
35,21.01,MAINTAIN
29,28.3,LOSE_WEIGHT
41,41.59,LOSE_WEIGHT
45,27.7,LOSE_WEIGHT
29,16.14,GAIN_MUSCLE
37,18.47,GAIN_MUSCLE
38,13.15,GAIN_MUSCLE
58,14.77,GAIN_MUSCLE
27,39.92,LOSE_WEIGHT
36,27.82,LOSE_WEIGHT
57,33.17,LOSE_WEIGHT
51,39.67,LOSE_WEIGHT
47,26.19,LOSE_WEIGHT
17,14.45,GAIN_MUSCLE
33,21.85,MAINTAIN
37,25.61,LOSE_WEIGHT
43,22.7,MAINTAIN
44,22.17,MAINTAIN
53,22.09,MAINTAIN
58,30.23,LOSE_WEIGHT
39,29.58,LOSE_WEIGHT
51,25.33,LOSE_WEIGHT
22,22.81,MAINTAIN
56,27.1,LOSE_WEIGHT
30,21.04,MAINTAIN
22,34.79,LOSE_WEIGHT
15,17.08,GAIN_MUSCLE
58,20.7,MAINTAIN
19,41.23,LOSE_WEIGHT
17,10.1,GAIN_MUSCLE
15,23.96,MAINTAIN
18,15.72,GAIN_MUSCLE
54,22.41,MAINTAIN
49,15.83,GAIN_MUSCLE
46,44.56,LOSE_WEIGHT
56,29.33,LOSE_WEIGHT
48,28.96,LOSE_WEIGHT
57,26.95,LOSE_WEIGHT
39,22.08,MAINTAIN
24,22.94,MAINTAIN
35,17.65,GAIN_MUSCLE
53,19.35,MAINTAIN
41,20.23,MAINTAIN
41,15.04,GAIN_MUSCLE
16,40.96,LOSE_WEIGHT
55,28.2,LOSE_WEIGHT
27,26.95,LOSE_WEIGHT
23,27.76,LOSE_WEIGHT
50,20.24,MAINTAIN
36,15.61,GAIN_MUSCLE
56,19.35,MAINTAIN
40,37.75,LOSE_WEIGHT
26,13.77,GAIN_MUSCLE
31,24.47,MAINTAIN
28,30.68,LOSE_WEIGHT
28,17.02,GAIN_MUSCLE
48,26.54,LOSE_WEIGHT
34,29.37,LOSE_WEIGHT
25,30.82,LOSE_WEIGHT
30,15.47,GAIN_MUSCLE
45,24.49,MAINTAIN
20,34.84,LOSE_WEIGHT
33,22.07,MAINTAIN
51,20.15,MAINTAIN
18,14.58,GAIN_MUSCLE
18,25.81,LOSE_WEIGHT
34,19.1,MAINTAIN
24,31.62,LOSE_WEIGHT
38,20.89,MAINTAIN
49,40.1,LOSE_WEIGHT
40,40.09,LOSE_WEIGHT
51,26.22,LOSE_WEIGHT
52,32.71,LOSE_WEIGHT
35,42.24,LOSE_WEIGHT
54,40.36,LOSE_WEIGHT
53,17.33,GAIN_MUSCLE
35,18.93,MAINTAIN
24,21.97,MAINTAIN
52,12.6,GAIN_MUSCLE
18,31.02,LOSE_WEIGHT
59,25.79,LOSE_WEIGHT
34,24.14,MAINTAIN
31,29.42,LOSE_WEIGHT
21,16.89,GAIN_MUSCLE
18,37.16,LOSE_WEIGHT
43,36.28,LOSE_WEIGHT
28,20.36,MAINTAIN
17,26.99,LOSE_WEIGHT
38,18.36,GAIN_MUSCLE
51,27.81,LOSE_WEIGHT
30,24.19,MAINTAIN
18,26.58,LOSE_WEIGHT
38,44.66,LOSE_WEIGHT
48,31.38,LOSE_WEIGHT
44,30.77,LOSE_WEIGHT
32,36.76,LOSE_WEIGHT
33,17.24,GAIN_MUSCLE
45,28.86,LOSE_WEIGHT
33,25.05,LOSE_WEIGHT
33,31.11,LOSE_WEIGHT
36,44.07,LOSE_WEIGHT
38,25.43,LOSE_WEIGHT
59,31.68,LOSE_WEIGHT
26,16.64,GAIN_MUSCLE
44,29.62,LOSE_WEIGHT
52,29.09,LOSE_WEIGHT
45,14.12,GAIN_MUSCLE
50,16.61,GAIN_MUSCLE
33,22.2,MAINTAIN
59,29.3,LOSE_WEIGHT
50,40.91,LOSE_WEIGHT
44,43.42,LOSE_WEIGHT
47,28.16,LOSE_WEIGHT
32,25.21,LOSE_WEIGHT
42,29.32,LOSE_WEIGHT
25,40.2,LOSE_WEIGHT
59,24.82,MAINTAIN
47,45.73,LOSE_WEIGHT
31,28.95,LOSE_WEIGHT
20,30.86,LOSE_WEIGHT
18,14.02,GAIN_MUSCLE
34,31.86,LOSE_WEIGHT
41,19.41,MAINTAIN
29,21.52,MAINTAIN
20,23.77,MAINTAIN
28,15.44,GAIN_MUSCLE
25,20.43,MAINTAIN
53,43.1,LOSE_WEIGHT
23,26.54,LOSE_WEIGHT
40,16.98,GAIN_MUSCLE
30,21.02,MAINTAIN
19,14.13,GAIN_MUSCLE
24,40.06,LOSE_WEIGHT
17,29.55,LOSE_WEIGHT
27,20.26,MAINTAIN
57,24.01,MAINTAIN
44,13.63,GAIN_MUSCLE
59,18.39,GAIN_MUSCLE
20,24.91,LOSE_WEIGHT
31,36.73,LOSE_WEIGHT
59,42.01,LOSE_WEIGHT
33,42.08,LOSE_WEIGHT
56,24.37,MAINTAIN
49,35.78,LOSE_WEIGHT
40,28.98,LOSE_WEIGHT
19,17.33,GAIN_MUSCLE
43,30.35,LOSE_WEIGHT
51,26.96,LOSE_WEIGHT
34,26.82,LOSE_WEIGHT
35,27.56,LOSE_WEIGHT
24,28.26,LOSE_WEIGHT
19,26.26,LOSE_WEIGHT
50,23.18,MAINTAIN
20,34.86,LOSE_WEIGHT
40,30.59,LOSE_WEIGHT
18,24.85,MAINTAIN
53,26.33,LOSE_WEIGHT
53,39.87,LOSE_WEIGHT
49,28.97,LOSE_WEIGHT
15,44.1,LOSE_WEIGHT
38,24.46,MAINTAIN
50,23.34,MAINTAIN
20,27.93,LOSE_WEIGHT
55,12.96,GAIN_MUSCLE
58,41.16,LOSE_WEIGHT
45,22.99,MAINTAIN
34,27.79,LOSE_WEIGHT
38,24.22,MAINTAIN
39,23.77,MAINTAIN
50,34.91,LOSE_WEIGHT
35,15.34,GAIN_MUSCLE
44,23.19,MAINTAIN
38,32.07,LOSE_WEIGHT
58,17.69,GAIN_MUSCLE
56,27.3,LOSE_WEIGHT
44,23.39,MAINTAIN
36,18.04,GAIN_MUSCLE
42,27.85,LOSE_WEIGHT
21,32.4,LOSE_WEIGHT
49,15.46,GAIN_MUSCLE
42,35.68,LOSE_WEIGHT
28,20.96,MAINTAIN
24,29.06,LOSE_WEIGHT
30,23.3,MAINTAIN
30,29.13,LOSE_WEIGHT
45,30.73,LOSE_WEIGHT
56,20.45,MAINTAIN
39,22.35,MAINTAIN
27,22.14,MAINTAIN
20,21.71,MAINTAIN
58,18.39,GAIN_MUSCLE
23,16.09,GAIN_MUSCLE
59,16.42,GAIN_MUSCLE
50,25.86,LOSE_WEIGHT
57,26.45,LOSE_WEIGHT
34,17.16,GAIN_MUSCLE
32,26.2,LOSE_WEIGHT
57,22.0,MAINTAIN
35,28.06,LOSE_WEIGHT
18,24.74,MAINTAIN
47,24.58,MAINTAIN
41,22.79,MAINTAIN
21,19.08,MAINTAIN
20,20.31,MAINTAIN
29,21.3,MAINTAIN
32,20.93,MAINTAIN
46,26.89,LOSE_WEIGHT
25,21.86,MAINTAIN
34,36.12,LOSE_WEIGHT
38,27.36,LOSE_WEIGHT
29,27.82,LOSE_WEIGHT
21,28.24,LOSE_WEIGHT
35,15.77,GAIN_MUSCLE
56,32.95,LOSE_WEIGHT
40,17.15,GAIN_MUSCLE
58,38.98,LOSE_WEIGHT
28,40.22,LOSE_WEIGHT
51,11.04,GAIN_MUSCLE
35,29.05,LOSE_WEIGHT
32,17.13,GAIN_MUSCLE
19,15.79,GAIN_MUSCLE
17,43.38,LOSE_WEIGHT
37,29.42,LOSE_WEIGHT
40,21.23,MAINTAIN
51,29.94,LOSE_WEIGHT
38,20.91,MAINTAIN
33,17.88,GAIN_MUSCLE
39,21.34,MAINTAIN
35,43.76,LOSE_WEIGHT
26,14.31,GAIN_MUSCLE
55,12.2,GAIN_MUSCLE
47,26.24,LOSE_WEIGHT
18,24.89,MAINTAIN
56,36.57,LOSE_WEIGHT
21,21.71,MAINTAIN
36,15.01,GAIN_MUSCLE
47,26.44,LOSE_WEIGHT
31,20.51,MAINTAIN
38,28.0,LOSE_WEIGHT
48,31.13,LOSE_WEIGHT
42,24.35,MAINTAIN
57,27.06,LOSE_WEIGHT
55,36.2,LOSE_WEIGHT
53,20.2,MAINTAIN
36,24.52,MAINTAIN
31,18.37,GAIN_MUSCLE
48,22.28,MAINTAIN
20,25.11,LOSE_WEIGHT
20,28.62,LOSE_WEIGHT
48,32.09,LOSE_WEIGHT
15,26.88,LOSE_WEIGHT
24,40.05,LOSE_WEIGHT
35,18.59,MAINTAIN
19,12.02,GAIN_MUSCLE
16,38.11,LOSE_WEIGHT
36,16.18,GAIN_MUSCLE
16,31.69,LOSE_WEIGHT
24,42.92,LOSE_WEIGHT
48,34.01,LOSE_WEIGHT
30,16.92,GAIN_MUSCLE
53,17.44,GAIN_MUSCLE
36,16.25,GAIN_MUSCLE
26,19.88,MAINTAIN
38,21.42,MAINTAIN
54,16.45,GAIN_MUSCLE
52,18.88,MAINTAIN
24,19.73,MAINTAIN
49,28.25,LOSE_WEIGHT
46,21.35,MAINTAIN
21,23.57,MAINTAIN
35,18.61,MAINTAIN
34,29.18,LOSE_WEIGHT
40,23.88,MAINTAIN
18,24.21,MAINTAIN
36,41.06,LOSE_WEIGHT
29,20.28,MAINTAIN
54,22.23,MAINTAIN
35,28.78,LOSE_WEIGHT
29,29.5,LOSE_WEIGHT
36,22.14,MAINTAIN
42,12.68,GAIN_MUSCLE
28,24.8,MAINTAIN
41,27.35,LOSE_WEIGHT
55,26.12,LOSE_WEIGHT
54,27.27,LOSE_WEIGHT
42,15.91,GAIN_MUSCLE
40,29.25,LOSE_WEIGHT
16,42.27,LOSE_WEIGHT
39,22.76,MAINTAIN
17,26.69,LOSE_WEIGHT
22,29.26,LOSE_WEIGHT
58,13.11,GAIN_MUSCLE
47,17.02,GAIN_MUSCLE
56,27.74,LOSE_WEIGHT
49,29.43,LOSE_WEIGHT
20,27.29,LOSE_WEIGHT
53,24.9,MAINTAIN
37,43.45,LOSE_WEIGHT
39,35.1,LOSE_WEIGHT
57,16.84,GAIN_MUSCLE
33,23.21,MAINTAIN
19,40.18,LOSE_WEIGHT
25,22.58,MAINTAIN
26,14.38,GAIN_MUSCLE
24,13.65,GAIN_MUSCLE
22,31.84,LOSE_WEIGHT
38,27.73,LOSE_WEIGHT
42,28.06,LOSE_WEIGHT
55,21.93,MAINTAIN
50,17.88,GAIN_MUSCLE
51,39.69,LOSE_WEIGHT
35,34.6,LOSE_WEIGHT
22,32.0,LOSE_WEIGHT
23,28.32,LOSE_WEIGHT
29,26.37,LOSE_WEIGHT
54,36.68,LOSE_WEIGHT
32,24.58,MAINTAIN
56,43.31,LOSE_WEIGHT
34,28.35,LOSE_WEIGHT
20,25.04,LOSE_WEIGHT
26,11.71,GAIN_MUSCLE
16,22.6,MAINTAIN
21,29.95,LOSE_WEIGHT
30,20.04,MAINTAIN
17,17.31,GAIN_MUSCLE
59,32.42,LOSE_WEIGHT
17,29.54,LOSE_WEIGHT
41,19.82,MAINTAIN
57,26.86,LOSE_WEIGHT
54,17.81,GAIN_MUSCLE
52,16.34,GAIN_MUSCLE
47,17.55,GAIN_MUSCLE
42,27.6,LOSE_WEIGHT
15,17.9,GAIN_MUSCLE
22,14.09,GAIN_MUSCLE
51,16.52,GAIN_MUSCLE
46,27.08,LOSE_WEIGHT
57,40.61,LOSE_WEIGHT
51,44.23,LOSE_WEIGHT
18,20.7,MAINTAIN
44,12.81,GAIN_MUSCLE
20,20.66,MAINTAIN
33,23.76,MAINTAIN
46,17.46,GAIN_MUSCLE
23,14.32,GAIN_MUSCLE
26,26.79,LOSE_WEIGHT
25,21.71,MAINTAIN
30,28.52,LOSE_WEIGHT
15,20.59,MAINTAIN
59,44.6,LOSE_WEIGHT
35,31.19,LOSE_WEIGHT
44,25.0,LOSE_WEIGHT
27,38.17,LOSE_WEIGHT
48,29.81,LOSE_WEIGHT
18,18.94,MAINTAIN
42,27.06,LOSE_WEIGHT
52,43.41,LOSE_WEIGHT
45,27.66,LOSE_WEIGHT
41,19.1,MAINTAIN
19,27.2,LOSE_WEIGHT
39,27.73,LOSE_WEIGHT
17,27.28,LOSE_WEIGHT
47,24.3,MAINTAIN
18,27.9,LOSE_WEIGHT
39,13.92,GAIN_MUSCLE
34,24.21,MAINTAIN
48,14.95,GAIN_MUSCLE
40,20.17,MAINTAIN
19,15.23,GAIN_MUSCLE
49,22.54,MAINTAIN
42,44.68,LOSE_WEIGHT
43,18.56,MAINTAIN
23,24.25,MAINTAIN
52,12.94,GAIN_MUSCLE
20,29.47,LOSE_WEIGHT
33,26.68,LOSE_WEIGHT
58,35.95,LOSE_WEIGHT
25,21.24,MAINTAIN
16,24.36,MAINTAIN
58,19.18,MAINTAIN
58,18.15,GAIN_MUSCLE
23,43.53,LOSE_WEIGHT
35,30.92,LOSE_WEIGHT
38,38.74,LOSE_WEIGHT
48,35.62,LOSE_WEIGHT
36,10.33,GAIN_MUSCLE
17,13.69,GAIN_MUSCLE
26,16.26,GAIN_MUSCLE
42,28.32,LOSE_WEIGHT
44,39.27,LOSE_WEIGHT
40,12.75,GAIN_MUSCLE
35,42.8,LOSE_WEIGHT
42,32.43,LOSE_WEIGHT
40,24.08,MAINTAIN
47,25.56,LOSE_WEIGHT
35,43.89,LOSE_WEIGHT
49,21.18,MAINTAIN
48,43.54,LOSE_WEIGHT
55,30.02,LOSE_WEIGHT
32,19.26,MAINTAIN
25,22.3,MAINTAIN
37,18.07,GAIN_MUSCLE
36,21.66,MAINTAIN
31,40.96,LOSE_WEIGHT
19,22.73,MAINTAIN
58,28.61,LOSE_WEIGHT
25,43.46,LOSE_WEIGHT
44,38.42,LOSE_WEIGHT
29,23.79,MAINTAIN
41,27.07,LOSE_WEIGHT
49,27.47,LOSE_WEIGHT
47,25.06,LOSE_WEIGHT
34,20.33,MAINTAIN
30,24.99,LOSE_WEIGHT
48,24.78,MAINTAIN
16,18.33,GAIN_MUSCLE
49,28.71,LOSE_WEIGHT
54,28.68,LOSE_WEIGHT
42,17.6,GAIN_MUSCLE
53,16.18,GAIN_MUSCLE
20,24.02,MAINTAIN
23,28.98,LOSE_WEIGHT
34,16.83,GAIN_MUSCLE
15,40.53,LOSE_WEIGHT
22,41.7,LOSE_WEIGHT
37,23.14,MAINTAIN
17,18.61,MAINTAIN
18,18.64,MAINTAIN
39,28.43,LOSE_WEIGHT
52,20.71,MAINTAIN
29,38.64,LOSE_WEIGHT
35,13.45,GAIN_MUSCLE
49,28.73,LOSE_WEIGHT
28,29.79,LOSE_WEIGHT
50,14.42,GAIN_MUSCLE
26,35.87,LOSE_WEIGHT
31,42.18,LOSE_WEIGHT
53,43.97,LOSE_WEIGHT
23,28.97,LOSE_WEIGHT
49,22.58,MAINTAIN
27,38.09,LOSE_WEIGHT
29,27.99,LOSE_WEIGHT
32,23.97,MAINTAIN
47,27.69,LOSE_WEIGHT
20,34.08,LOSE_WEIGHT
41,43.05,LOSE_WEIGHT
37,23.33,MAINTAIN
41,34.43,LOSE_WEIGHT
48,33.49,LOSE_WEIGHT
52,25.47,LOSE_WEIGHT
28,23.04,MAINTAIN
50,27.65,LOSE_WEIGHT
22,15.12,GAIN_MUSCLE
49,30.01,LOSE_WEIGHT
33,21.79,MAINTAIN
44,14.14,GAIN_MUSCLE
28,34.45,LOSE_WEIGHT
34,25.32,LOSE_WEIGHT
39,31.21,LOSE_WEIGHT
54,20.17,MAINTAIN
38,26.75,LOSE_WEIGHT
28,25.48,LOSE_WEIGHT
40,29.56,LOSE_WEIGHT
52,29.04,LOSE_WEIGHT
37,15.34,GAIN_MUSCLE
36,13.38,GAIN_MUSCLE
33,27.65,LOSE_WEIGHT
17,21.02,MAINTAIN
56,25.55,LOSE_WEIGHT
33,19.2,MAINTAIN
23,26.14,LOSE_WEIGHT
42,15.86,GAIN_MUSCLE
34,17.4,GAIN_MUSCLE
59,39.04,LOSE_WEIGHT
21,22.84,MAINTAIN
28,15.97,GAIN_MUSCLE
23,26.62,LOSE_WEIGHT
33,14.76,GAIN_MUSCLE
28,33.88,LOSE_WEIGHT
52,31.09,LOSE_WEIGHT
50,23.0,MAINTAIN
54,31.01,LOSE_WEIGHT
31,21.47,MAINTAIN
44,15.11,GAIN_MUSCLE
23,27.01,LOSE_WEIGHT
47,18.59,MAINTAIN
39,29.65,LOSE_WEIGHT
28,29.35,LOSE_WEIGHT
25,14.46,GAIN_MUSCLE
49,15.46,GAIN_MUSCLE
55,42.7,LOSE_WEIGHT
28,23.76,MAINTAIN
44,29.03,LOSE_WEIGHT
55,19.77,MAINTAIN
18,17.37,GAIN_MUSCLE
18,37.37,LOSE_WEIGHT
42,26.22,LOSE_WEIGHT
22,23.45,MAINTAIN
16,15.43,GAIN_MUSCLE
55,43.17,LOSE_WEIGHT
36,23.55,MAINTAIN
55,19.86,MAINTAIN
30,22.17,MAINTAIN
43,26.5,LOSE_WEIGHT
44,20.34,MAINTAIN
26,16.45,GAIN_MUSCLE
49,26.84,LOSE_WEIGHT
25,21.23,MAINTAIN
35,21.84,MAINTAIN
35,14.97,GAIN_MUSCLE
19,22.3,MAINTAIN
34,30.78,LOSE_WEIGHT
51,28.87,LOSE_WEIGHT
17,21.5,MAINTAIN
58,35.52,LOSE_WEIGHT
47,25.46,LOSE_WEIGHT
23,20.73,MAINTAIN
23,23.48,MAINTAIN
18,20.83,MAINTAIN
49,14.28,GAIN_MUSCLE
31,28.47,LOSE_WEIGHT
48,23.38,MAINTAIN
38,21.64,MAINTAIN
46,43.49,LOSE_WEIGHT
15,21.46,MAINTAIN
22,19.07,MAINTAIN
59,21.34,MAINTAIN
37,23.59,MAINTAIN
54,13.91,GAIN_MUSCLE
26,42.54,LOSE_WEIGHT
26,26.38,LOSE_WEIGHT
29,14.78,GAIN_MUSCLE
55,27.53,LOSE_WEIGHT
33,35.24,LOSE_WEIGHT
40,30.04,LOSE_WEIGHT
43,23.64,MAINTAIN
36,16.74,GAIN_MUSCLE
54,45.57,LOSE_WEIGHT
35,14.19,GAIN_MUSCLE
52,34.1,LOSE_WEIGHT
34,13.18,GAIN_MUSCLE
43,29.15,LOSE_WEIGHT
18,28.25,LOSE_WEIGHT
21,18.15,GAIN_MUSCLE
42,15.97,GAIN_MUSCLE
42,18.74,MAINTAIN
18,16.66,GAIN_MUSCLE
36,18.07,GAIN_MUSCLE
26,12.31,GAIN_MUSCLE
59,19.17,MAINTAIN
17,23.29,MAINTAIN
36,20.78,MAINTAIN
58,35.95,LOSE_WEIGHT
16,24.56,MAINTAIN
38,16.73,GAIN_MUSCLE
48,17.76,GAIN_MUSCLE
41,14.58,GAIN_MUSCLE
55,29.74,LOSE_WEIGHT
15,21.59,MAINTAIN
22,17.77,GAIN_MUSCLE
37,32.14,LOSE_WEIGHT
52,18.64,MAINTAIN
20,23.82,MAINTAIN
36,27.71,LOSE_WEIGHT
39,40.34,LOSE_WEIGHT
32,20.16,MAINTAIN
31,29.11,LOSE_WEIGHT
26,19.15,MAINTAIN
20,13.6,GAIN_MUSCLE
40,13.63,GAIN_MUSCLE
41,19.42,MAINTAIN
22,29.58,LOSE_WEIGHT
33,18.7,MAINTAIN
56,18.47,GAIN_MUSCLE
15,44.03,LOSE_WEIGHT
43,19.88,MAINTAIN
59,23.01,MAINTAIN
49,19.11,MAINTAIN
54,24.8,MAINTAIN
28,15.75,GAIN_MUSCLE
49,25.0,LOSE_WEIGHT
59,19.94,MAINTAIN
34,29.11,LOSE_WEIGHT
27,30.01,LOSE_WEIGHT
52,26.18,LOSE_WEIGHT
22,37.65,LOSE_WEIGHT
57,19.4,MAINTAIN
34,22.82,MAINTAIN
47,42.25,LOSE_WEIGHT
40,36.64,LOSE_WEIGHT
53,23.84,MAINTAIN
35,37.0,LOSE_WEIGHT
56,24.7,MAINTAIN
57,29.6,LOSE_WEIGHT
55,30.85,LOSE_WEIGHT
23,24.85,MAINTAIN
38,39.35,LOSE_WEIGHT
51,24.06,MAINTAIN
55,16.85,GAIN_MUSCLE
31,26.35,LOSE_WEIGHT
38,23.27,MAINTAIN
35,21.13,MAINTAIN
53,27.88,LOSE_WEIGHT
55,19.93,MAINTAIN
53,20.72,MAINTAIN
27,23.15,MAINTAIN
25,13.27,GAIN_MUSCLE
33,40.46,LOSE_WEIGHT
25,26.24,LOSE_WEIGHT
27,17.43,GAIN_MUSCLE
59,16.65,GAIN_MUSCLE
15,39.06,LOSE_WEIGHT
54,16.31,GAIN_MUSCLE
58,21.23,MAINTAIN
33,23.22,MAINTAIN
26,26.27,LOSE_WEIGHT
22,25.35,LOSE_WEIGHT
22,27.64,LOSE_WEIGHT
59,34.76,LOSE_WEIGHT
26,22.13,MAINTAIN
47,17.38,GAIN_MUSCLE
59,18.35,GAIN_MUSCLE
40,38.45,LOSE_WEIGHT
53,27.21,LOSE_WEIGHT
42,19.32,MAINTAIN
19,29.39,LOSE_WEIGHT
22,32.5,LOSE_WEIGHT
39,27.09,LOSE_WEIGHT
41,12.85,GAIN_MUSCLE
37,44.61,LOSE_WEIGHT
44,42.72,LOSE_WEIGHT
59,14.83,GAIN_MUSCLE
37,28.98,LOSE_WEIGHT
34,29.42,LOSE_WEIGHT
32,15.76,GAIN_MUSCLE
32,13.46,GAIN_MUSCLE
16,31.16,LOSE_WEIGHT
18,14.32,GAIN_MUSCLE
44,25.77,LOSE_WEIGHT
47,40.33,LOSE_WEIGHT
50,16.77,GAIN_MUSCLE
32,26.34,LOSE_WEIGHT
51,23.24,MAINTAIN
33,17.2,GAIN_MUSCLE
42,27.73,LOSE_WEIGHT
54,19.7,MAINTAIN
34,44.72,LOSE_WEIGHT
47,26.55,LOSE_WEIGHT
26,27.57,LOSE_WEIGHT
29,20.37,MAINTAIN
55,25.58,LOSE_WEIGHT
53,17.03,GAIN_MUSCLE
16,15.15,GAIN_MUSCLE
43,11.5,GAIN_MUSCLE
55,14.05,GAIN_MUSCLE
24,19.2,MAINTAIN
16,33.86,LOSE_WEIGHT
25,46.32,LOSE_WEIGHT
27,24.62,MAINTAIN
24,18.26,GAIN_MUSCLE
28,26.01,LOSE_WEIGHT
32,22.86,MAINTAIN
23,17.63,GAIN_MUSCLE
53,12.3,GAIN_MUSCLE
42,11.85,GAIN_MUSCLE
17,17.36,GAIN_MUSCLE
34,31.61,LOSE_WEIGHT
20,37.15,LOSE_WEIGHT
41,21.64,MAINTAIN
16,16.53,GAIN_MUSCLE
43,28.82,LOSE_WEIGHT
52,19.02,MAINTAIN
17,28.16,LOSE_WEIGHT
30,14.58,GAIN_MUSCLE
44,27.83,LOSE_WEIGHT
54,21.11,MAINTAIN
16,15.66,GAIN_MUSCLE
31,18.38,GAIN_MUSCLE
55,26.74,LOSE_WEIGHT
26,32.87,LOSE_WEIGHT
49,28.78,LOSE_WEIGHT
57,25.56,LOSE_WEIGHT
15,32.69,LOSE_WEIGHT
59,14.03,GAIN_MUSCLE
29,29.72,LOSE_WEIGHT
40,26.98,LOSE_WEIGHT
51,21.05,MAINTAIN
35,26.35,LOSE_WEIGHT
45,42.35,LOSE_WEIGHT
39,15.11,GAIN_MUSCLE
37,29.14,LOSE_WEIGHT
38,22.85,MAINTAIN
52,15.49,GAIN_MUSCLE
42,28.97,LOSE_WEIGHT
35,27.64,LOSE_WEIGHT
57,36.11,LOSE_WEIGHT
32,26.29,LOSE_WEIGHT
50,24.81,MAINTAIN
49,30.69,LOSE_WEIGHT
59,38.46,LOSE_WEIGHT
23,18.18,GAIN_MUSCLE
