elo,player_count,level,victories,defeats,matches_week,trainings_week,fatigue,hour,day,duration,field_available,field_pressure,field_capacity,label
1419,9,3,21,1,0,5,5,20,6,60,1,0.39,10,1
1018,6,3,10,22,0,1,1,18,6,90,1,0.73,20,1
1238,17,1,14,13,4,1,9,16,0,120,1,0.44,30,0
1447,20,2,29,20,2,2,6,18,0,90,0,0.52,10,0
875,12,3,6,9,2,7,10,14,3,60,0,0.11,10,0
1525,11,3,10,11,3,5,10,10,0,60,0,0.31,20,0
1371,9,1,11,1,2,4,8,20,1,120,1,0.69,20,1
1285,12,2,19,4,1,4,6,22,3,120,0,0.34,10,0
1547,14,2,4,0,5,0,10,18,4,120,0,0.16,20,0
1027,17,3,20,19,3,2,8,22,4,60,0,0.4,10,0
1545,15,3,30,20,3,4,10,20,6,120,0,0.38,30,0
1295,10,1,11,15,3,1,7,16,2,90,0,0.8,20,0
914,15,3,11,2,1,2,4,16,3,90,1,0.15,15,1
1545,14,1,6,17,0,5,5,18,1,120,1,0.46,10,0
863,20,3,10,25,2,1,5,20,6,60,0,0.79,20,0
1024,19,1,10,23,4,0,8,18,4,90,0,0.9,30,0
869,6,2,5,8,1,4,6,22,1,90,0,0.12,10,0
934,11,3,3,17,2,0,4,22,0,60,0,0.89,30,0
1210,17,1,3,13,3,6,10,16,3,90,0,0.16,30,0
980,16,1,9,10,5,1,10,14,4,90,0,0.19,20,0
1029,9,1,17,23,4,2,10,8,4,60,1,0.37,30,0
853,17,1,18,7,0,4,4,14,5,60,1,0.6,20,1
1256,13,2,1,10,4,5,10,10,5,60,0,0.9,10,0
936,10,2,5,27,5,0,10,18,5,60,0,0.1,10,0
996,12,1,0,27,5,2,10,10,1,60,0,0.83,10,0
935,12,1,19,25,4,1,9,10,6,120,0,0.47,15,0
864,16,2,26,8,5,6,10,16,0,90,1,0.81,20,0
935,9,2,30,19,1,3,5,18,5,90,0,0.06,15,0
842,17,3,12,12,3,4,10,18,6,90,1,0.37,15,0
1520,14,2,24,25,4,6,10,16,1,120,1,0.95,10,0
891,18,1,14,10,2,3,7,8,0,90,0,0.71,15,0
1366,19,2,5,2,4,2,10,10,5,120,1,0.31,30,0
1591,13,2,4,5,2,6,10,22,3,90,0,0.61,30,0
1160,11,3,17,27,5,1,10,14,1,60,0,0.93,10,0
1495,14,3,22,26,5,0,10,16,1,120,0,0.92,30,0
1100,15,1,9,29,0,1,1,20,6,60,1,0.68,30,1
1124,12,1,29,23,5,4,10,22,3,90,1,0.51,15,0
1580,14,3,8,11,4,7,10,10,4,90,0,0.25,10,0
809,19,2,12,7,2,6,10,8,4,90,1,0.71,30,0
1054,9,1,19,21,5,1,10,8,0,60,1,0.52,30,0
1450,11,2,30,19,4,7,10,22,1,90,0,0.58,30,0
831,16,3,1,20,4,5,10,22,6,120,1,0.02,20,0
1023,13,3,12,15,1,6,8,18,0,90,1,0.09,20,1
1010,17,1,14,3,2,1,5,22,5,120,1,0.02,20,1
1041,6,1,26,17,4,7,10,16,2,60,1,0.62,15,0
1250,9,2,15,27,3,2,8,8,4,90,0,0.39,20,0
1062,6,1,28,5,2,4,8,18,1,90,1,0.09,30,1
852,18,1,11,14,3,5,10,16,0,60,0,0.7,30,0
1120,11,2,1,2,1,6,8,16,2,60,0,0.0,20,0
1216,15,2,1,16,0,6,6,16,6,60,0,0.53,30,0
1252,18,2,11,25,0,4,4,22,3,120,1,0.66,30,0
1242,13,3,29,6,3,5,10,22,4,120,0,0.82,30,0
1208,15,2,16,20,0,0,0,8,5,120,0,0.93,15,0
1163,12,3,25,3,5,7,10,16,1,60,0,0.22,30,0
951,6,3,24,9,2,0,4,22,1,60,0,0.5,30,0
1349,8,1,20,29,4,3,10,8,4,120,0,0.26,20,0
1307,20,1,18,5,3,7,10,14,6,90,0,0.89,20,0
1370,16,3,25,12,3,1,7,20,3,120,0,0.86,15,0
1006,11,1,15,12,0,0,0,20,3,60,1,0.89,15,1
807,17,1,20,17,4,3,10,14,0,90,0,0.9,15,0
928,18,1,12,25,0,0,0,22,5,120,1,0.48,30,1
1592,12,2,29,13,5,7,10,22,4,90,1,0.75,10,0
978,20,2,8,25,4,1,9,14,3,90,0,0.22,10,0
1423,15,2,0,13,1,5,7,8,0,60,0,0.3,30,0
831,20,2,26,5,3,3,9,14,6,60,0,0.48,15,0
1457,9,2,8,4,3,4,10,10,6,90,1,0.66,20,0
1306,12,2,16,7,2,7,10,8,4,90,0,1.0,20,0
980,10,2,21,10,0,3,3,22,5,60,0,0.45,20,0
885,15,1,16,23,2,5,9,18,5,120,1,0.19,15,0
1544,14,1,20,29,4,5,10,14,2,120,1,0.11,20,0
833,10,2,25,21,4,3,10,22,1,120,0,0.67,30,0
1207,17,1,10,11,0,4,4,20,1,120,1,0.88,20,1
1274,20,2,11,28,5,7,10,20,5,60,0,0.15,15,0
1308,14,1,25,22,0,6,6,20,2,90,0,0.05,30,0
985,18,3,17,5,3,2,8,16,5,120,0,0.7,20,0
1038,15,3,0,19,0,3,3,20,4,90,1,0.12,10,1
1432,6,2,24,24,1,5,7,22,3,60,0,0.75,10,0
1312,19,1,15,27,5,1,10,14,2,90,1,0.57,15,0
1360,18,1,21,11,1,4,6,22,2,60,1,0.86,30,0
905,8,1,29,23,5,1,10,10,2,120,0,0.84,15,0
852,17,2,16,11,1,0,2,14,3,90,1,0.67,10,0
1087,6,2,26,10,2,1,5,18,6,60,0,0.23,15,0
917,9,1,12,24,2,1,5,18,6,90,0,0.24,20,0
1399,19,3,21,22,1,0,2,10,3,60,1,0.31,30,1
1339,12,3,27,9,5,5,10,14,0,90,1,0.85,20,0
1062,19,3,3,7,3,2,8,22,2,90,1,0.93,15,0
1302,11,1,22,3,4,3,10,8,4,120,0,0.44,10,0
1313,19,1,29,30,1,5,7,16,6,90,1,0.72,10,0
1249,6,1,23,19,0,1,1,16,5,120,1,0.9,10,1
1365,18,1,18,24,2,1,5,10,5,120,0,0.36,30,0
824,14,1,1,23,3,0,6,8,6,90,0,0.27,15,0
1520,16,3,1,11,1,1,3,14,6,90,0,0.52,15,0
1134,8,3,27,13,2,3,7,14,2,60,1,0.79,20,0
1145,12,2,13,23,2,7,10,10,0,120,0,0.89,15,0
825,12,2,21,5,2,1,5,16,1,90,1,0.08,20,1
1493,12,1,10,22,5,7,10,16,0,60,1,0.69,10,0
1155,15,2,21,27,0,6,6,16,6,90,0,0.66,15,0
1054,9,2,10,6,2,4,8,10,0,90,0,0.78,20,0
1026,18,2,30,15,1,4,6,16,5,120,0,0.07,20,0
890,14,1,10,9,4,7,10,8,1,60,1,0.02,30,0
1176,13,1,21,2,1,0,2,8,2,60,0,0.2,30,0
1038,10,1,22,19,0,2,2,14,2,120,0,0.48,10,0
1028,17,3,15,1,3,5,10,10,1,60,0,0.83,15,0
1028,17,3,26,29,2,2,6,22,4,90,1,0.74,10,0
1170,18,1,21,23,0,6,6,18,6,90,1,0.06,30,1
1564,12,3,18,7,3,6,10,10,4,90,1,0.53,15,0
920,12,3,22,9,3,0,6,20,6,120,0,0.61,10,0
1059,12,1,15,18,5,5,10,20,1,120,0,0.99,15,0
1401,16,2,13,11,4,5,10,20,0,90,0,0.01,20,0
842,12,3,7,12,3,0,6,16,0,120,0,0.86,30,0
1488,14,3,27,21,5,1,10,10,3,120,0,0.23,30,0
845,11,2,27,29,2,6,10,10,2,90,1,0.76,15,0
1050,18,3,27,29,4,5,10,16,0,90,1,0.19,30,1
1385,8,3,6,28,0,1,1,20,1,60,0,0.67,10,0
1536,20,1,1,11,4,1,9,20,5,120,1,0.36,30,0
1103,11,2,22,2,2,6,10,16,0,120,1,0.68,20,0
1498,20,1,24,14,4,6,10,10,1,120,1,0.01,10,0
1142,11,2,21,5,5,7,10,22,5,60,0,0.44,15,0
1525,12,1,21,6,1,5,7,20,2,120,1,0.8,30,1
824,19,1,5,29,0,4,4,14,1,90,1,0.5,10,0
1339,9,2,6,26,3,7,10,20,4,60,0,0.04,15,0
1065,19,2,14,25,1,6,8,22,3,90,1,0.71,30,0
1574,15,3,28,10,5,4,10,16,6,90,1,0.89,10,0
1236,18,1,24,12,5,5,10,10,6,90,1,0.14,20,0
1389,13,1,0,12,5,6,10,20,2,120,1,0.86,20,0
964,8,2,0,27,5,1,10,14,3,90,1,0.68,20,0
1212,18,2,3,0,5,3,10,10,6,90,0,0.78,20,0
1310,9,1,9,24,4,0,8,10,6,60,1,0.73,30,0
1049,14,2,15,3,0,0,0,14,6,90,0,0.75,10,0
871,7,1,8,25,4,0,8,14,3,60,0,0.52,20,0
1067,9,2,26,13,4,6,10,14,3,90,0,0.53,10,0
949,20,1,16,29,5,2,10,20,0,60,1,0.88,20,0
1004,6,3,1,25,2,7,10,16,6,60,0,0.6,10,0
1534,11,3,21,12,0,4,4,14,3,90,1,0.84,30,1
981,7,2,15,27,2,7,10,22,6,120,1,0.7,10,0
982,16,1,20,14,4,1,9,22,4,60,0,0.99,10,0
1227,15,1,2,13,0,5,5,14,2,90,1,0.32,10,0
843,6,1,29,24,4,0,8,10,5,90,1,0.99,30,0
806,18,3,22,12,2,1,5,10,6,60,0,0.52,20,0
948,19,2,7,20,3,4,10,20,3,60,0,0.0,20,0
1068,6,3,0,20,2,4,8,8,0,60,1,0.93,15,0
1572,6,2,16,10,4,5,10,18,4,120,1,0.11,10,0
1482,11,3,18,29,2,6,10,10,4,60,0,0.99,20,0
1005,13,1,13,7,0,5,5,8,2,120,0,0.8,20,0
1062,8,2,8,25,1,5,7,10,6,120,0,0.73,10,0
1559,10,2,26,9,1,0,2,20,4,60,1,0.07,20,1
1246,11,3,12,24,2,1,5,16,2,60,0,0.3,10,0
919,17,3,13,4,1,2,4,22,0,90,1,0.58,15,0
1466,12,3,14,22,3,6,10,8,1,120,0,0.14,10,0
1538,14,2,9,7,4,2,10,8,4,120,1,0.13,30,0
1588,10,3,23,7,5,5,10,16,1,60,0,0.46,30,0
964,10,2,2,9,3,6,10,16,5,90,1,0.96,15,0
891,15,2,17,15,1,1,3,18,1,120,1,0.29,10,1
856,12,1,4,23,4,3,10,14,1,90,0,0.87,30,0
1292,11,1,2,5,5,4,10,8,0,60,0,0.01,10,0
932,19,2,11,7,5,0,10,22,3,120,0,0.47,10,0
1227,7,1,4,29,3,0,6,10,5,90,0,0.71,15,0
1267,16,1,28,24,1,0,2,22,6,60,0,0.01,30,0
1399,8,2,7,30,5,5,10,16,2,60,0,0.03,30,0
1352,18,3,0,17,4,2,10,22,2,120,1,0.1,10,0
1316,9,1,6,30,0,0,0,22,2,60,0,0.66,15,0
929,8,1,27,13,1,3,5,20,3,60,1,0.92,30,1
1372,17,3,20,21,0,7,7,16,3,90,1,0.34,20,1
952,14,1,26,22,4,2,10,10,0,60,0,0.14,20,0
1457,19,1,10,27,4,3,10,18,6,120,0,0.47,20,0
1268,10,3,18,30,0,0,0,18,3,60,1,0.39,10,1
858,17,3,19,9,0,2,2,10,2,60,0,0.37,20,0
1342,9,3,30,4,2,1,5,14,1,60,1,0.28,20,1
1180,8,2,29,3,5,4,10,16,2,90,0,0.13,30,0
1326,20,1,10,2,3,1,7,18,6,90,0,0.52,20,0
1547,6,3,19,21,4,1,9,16,5,60,0,0.71,10,0
1162,19,3,29,11,3,4,10,16,0,120,1,0.44,20,0
1104,16,1,26,9,0,1,1,20,0,120,1,0.06,10,1
816,8,2,16,0,4,6,10,16,4,90,1,0.79,30,0
1341,16,3,16,27,5,7,10,18,4,120,1,0.9,10,0
1541,10,1,27,9,5,5,10,18,4,60,0,0.46,15,0
1226,15,1,29,24,2,2,6,8,0,60,1,0.35,15,1
801,16,2,13,2,3,4,10,14,4,120,1,0.77,15,0
1073,8,3,14,12,4,4,10,18,0,90,0,0.85,20,0
1422,6,3,22,30,1,3,5,10,6,90,0,0.07,30,0
1558,19,3,15,11,1,0,2,14,1,60,0,0.57,15,0
1337,16,3,11,25,3,2,8,8,2,90,1,0.78,15,0
1473,14,2,20,7,0,2,2,8,3,60,0,0.36,20,0
1487,13,3,4,1,0,7,7,20,2,60,1,0.7,20,1
1026,6,2,29,9,2,5,9,14,0,90,1,0.23,10,0
1406,9,1,25,12,2,4,8,8,5,120,0,0.84,20,0
1556,14,1,14,1,4,2,10,16,3,60,1,0.8,30,0
902,16,3,16,29,5,7,10,10,2,120,0,0.41,10,0
1236,19,1,11,10,3,2,8,18,6,120,0,0.11,30,0
1433,8,2,16,1,3,7,10,22,4,120,0,0.54,15,0
1082,12,2,23,30,0,3,3,20,0,120,1,0.91,15,1
967,7,2,13,14,1,4,6,10,0,90,1,0.27,10,1
930,8,2,6,22,4,4,10,8,4,60,1,0.17,30,0
1506,19,3,10,7,4,2,10,8,3,120,0,0.34,15,0
1316,18,3,16,27,5,0,10,14,0,60,0,0.25,15,0
1131,18,1,20,11,0,1,1,22,0,90,1,0.51,10,0
1020,10,3,0,27,5,3,10,10,6,120,0,0.77,30,0
816,11,1,30,25,5,0,10,10,4,90,1,0.17,20,0
1066,10,1,17,25,2,2,6,14,0,60,0,0.93,30,0
1219,10,1,8,18,5,5,10,20,1,120,1,0.11,20,0
1469,7,3,24,28,4,0,8,20,4,60,1,0.12,20,1
1473,8,3,16,7,1,7,9,20,2,60,1,0.27,30,0
801,15,1,14,27,3,7,10,18,0,90,1,0.62,20,0
1025,7,1,0,3,1,6,8,8,1,60,0,0.08,15,0
1100,6,3,23,4,4,0,8,16,5,60,0,0.83,30,0
858,7,1,6,4,0,1,1,16,1,90,1,0.58,20,1
1063,19,2,1,17,2,2,6,16,1,60,1,0.37,10,1
1237,6,2,22,12,3,4,10,18,5,120,1,0.57,10,0
1067,19,1,26,19,5,2,10,10,5,60,0,0.9,30,0
1043,7,2,30,25,5,7,10,20,5,90,1,0.69,15,0
1284,12,2,3,25,0,3,3,14,3,120,0,0.28,30,0
895,9,2,17,0,1,7,9,18,3,90,0,0.24,10,0
1277,16,1,28,6,4,6,10,8,3,120,1,0.53,30,0
1219,17,2,8,28,5,7,10,8,2,90,0,0.26,15,0
913,19,1,22,19,2,1,5,10,4,120,0,0.71,15,0
1558,16,1,2,2,0,2,2,16,2,90,1,0.61,15,1
1587,18,3,15,22,3,7,10,22,4,60,0,0.29,30,0
1038,6,2,2,4,1,3,5,20,2,90,0,0.85,15,0
1021,8,3,4,12,1,5,7,16,2,120,1,0.73,30,1
1174,14,1,16,16,2,6,10,10,0,90,1,0.18,30,0
1275,12,3,29,9,0,3,3,10,3,60,0,0.35,15,0
1591,12,3,13,2,0,0,0,20,5,120,1,0.32,15,1
824,12,1,14,1,1,2,4,14,4,90,1,0.81,10,0
1247,18,2,12,7,0,3,3,14,2,60,0,0.2,30,0
1337,18,3,30,18,0,6,6,10,0,60,0,0.58,20,0
1010,6,2,15,6,3,1,7,8,4,60,0,0.6,10,0
992,20,1,20,16,3,5,10,14,4,90,1,0.07,10,0
1012,14,3,11,30,5,1,10,20,2,60,0,0.83,10,0
1044,16,2,12,7,4,5,10,22,1,90,1,0.29,20,0
1384,8,2,7,13,2,3,7,8,0,120,0,0.2,30,0
879,12,2,10,10,1,7,9,20,2,60,0,0.64,20,0
817,9,2,3,18,2,2,6,20,5,120,1,0.15,10,1
1073,14,1,27,23,2,7,10,22,0,90,0,0.37,30,0
1052,10,3,25,27,3,5,10,14,0,60,0,0.8,20,0
819,19,2,1,18,3,2,8,18,5,60,0,0.82,10,0
1082,19,1,20,4,5,7,10,20,5,60,1,0.29,30,0
1170,7,2,0,0,2,1,5,16,5,120,0,0.67,30,0
1226,12,3,13,4,1,1,3,22,4,120,1,0.43,15,1
1460,18,1,20,10,3,6,10,14,0,120,1,0.79,10,0
1523,7,3,17,23,5,3,10,22,6,90,0,0.56,30,0
1195,8,1,30,26,3,7,10,16,6,90,1,0.58,10,0
816,15,2,3,25,1,3,5,22,1,120,0,0.88,20,0
1498,9,3,1,14,4,6,10,16,4,90,1,0.97,10,0
1577,6,1,8,6,4,1,9,10,0,90,1,0.77,15,0
1404,13,3,19,30,2,2,6,14,3,90,0,0.65,30,0
836,6,2,8,3,3,7,10,22,6,120,0,0.29,10,0
1000,8,2,22,4,1,5,7,22,4,60,0,0.13,20,0
1545,18,1,28,17,4,1,9,20,2,60,0,0.82,15,0
1476,15,1,19,1,1,3,5,22,5,60,0,0.78,20,0
1122,12,1,11,1,4,2,10,14,1,120,0,0.2,15,0
905,7,1,26,2,3,1,7,14,3,60,1,0.82,15,0
961,17,3,5,27,4,3,10,20,1,120,1,0.68,15,0
874,15,1,26,11,4,7,10,10,2,90,0,0.89,20,0
947,10,1,12,15,4,3,10,14,4,90,1,0.09,15,0
957,17,2,5,12,1,1,3,14,0,120,1,0.31,15,1
1346,15,2,10,19,3,4,10,14,3,120,0,0.47,10,0
907,8,2,24,23,2,2,6,8,3,120,0,0.83,20,0
1342,16,3,3,19,1,1,3,16,3,90,1,0.3,30,1
1376,10,2,24,27,4,4,10,8,0,90,1,0.19,15,0
1033,18,3,5,7,4,0,8,8,3,60,1,0.6,20,0
1418,8,2,25,1,5,7,10,14,3,60,1,0.07,10,0
902,18,2,12,13,1,4,6,14,2,90,0,0.51,20,0
1173,8,1,17,17,4,5,10,8,3,90,0,0.72,15,0
1004,16,2,28,4,4,2,10,16,0,90,1,0.02,30,0
886,14,2,28,19,1,1,3,18,0,90,0,0.91,10,0
1198,16,3,15,8,1,1,3,20,5,120,0,0.03,10,0
1129,17,3,16,6,0,6,6,8,5,90,1,0.18,30,1
811,12,2,20,15,4,0,8,16,1,120,0,0.25,15,0
1587,19,2,18,18,2,0,4,8,0,60,1,0.8,30,0
874,11,2,12,27,1,0,2,8,6,90,0,0.98,30,0
1213,13,1,26,23,5,1,10,16,4,60,0,0.1,20,0
1470,19,1,19,29,1,1,3,20,6,120,0,0.92,30,0
801,6,2,9,19,5,7,10,20,1,60,0,0.01,15,0
1165,13,1,13,29,1,1,3,8,2,90,0,0.4,15,0
1422,16,2,21,4,2,6,10,18,3,90,1,0.28,15,0
820,18,2,0,14,2,4,8,18,4,60,0,0.34,30,0
907,12,2,27,30,1,6,8,16,6,60,0,0.04,10,0
1470,10,3,29,21,5,5,10,8,5,120,0,0.72,15,0
892,13,2,16,8,3,7,10,18,3,60,1,0.29,20,0
832,20,3,6,19,1,5,7,10,6,120,0,0.79,30,0
1139,20,3,1,11,2,5,9,18,6,120,0,0.93,30,0
1111,16,3,6,29,5,4,10,18,1,90,0,0.11,20,0
1599,18,1,18,22,0,6,6,20,4,60,1,0.82,20,1
1078,15,2,23,27,4,7,10,18,5,120,0,0.95,15,0
964,19,3,18,6,0,4,4,14,6,120,0,0.92,20,0
1185,9,1,27,0,5,0,10,16,2,60,1,0.94,30,0
893,14,2,19,20,2,1,5,8,6,120,1,0.93,30,0
1076,20,2,5,3,0,0,0,10,3,90,1,0.34,30,1
1338,7,2,11,15,4,5,10,16,3,120,0,0.08,10,0
1188,6,2,2,16,3,5,10,14,1,90,0,0.8,10,0
1317,15,2,28,15,5,0,10,8,2,90,0,0.05,10,0
1100,10,1,9,29,3,4,10,16,1,60,0,0.68,15,0
1440,11,1,14,8,4,6,10,14,3,60,1,0.45,15,0
1096,18,3,28,16,2,3,7,14,1,60,0,0.92,10,0
1542,19,2,15,0,1,1,3,22,5,60,0,0.05,10,0
1168,7,1,0,4,0,7,7,10,1,90,1,0.1,15,0
1046,18,3,23,24,4,3,10,16,3,120,1,0.71,30,0
1374,7,1,27,20,0,0,0,16,4,90,0,0.33,30,0
925,16,1,30,5,2,5,9,20,4,90,1,0.37,30,0
976,10,3,26,11,4,0,8,10,4,90,0,0.87,20,0
1037,13,3,22,20,5,5,10,22,2,120,0,0.5,30,0
1090,6,3,15,1,3,6,10,14,6,60,0,0.05,30,0
923,18,2,10,30,2,7,10,22,4,60,0,0.4,20,0
1445,11,1,29,13,0,7,7,18,1,90,0,0.1,20,0
981,15,3,26,10,3,0,6,8,3,60,0,0.56,15,0
1368,9,2,0,24,3,2,8,22,0,60,0,0.1,20,0
973,7,2,7,8,0,4,4,18,1,90,0,0.02,30,0
1085,13,2,29,20,2,6,10,22,2,60,1,0.63,30,0
986,9,3,29,18,4,4,10,10,3,120,0,0.58,15,0
1180,17,3,26,22,2,3,7,18,6,90,1,0.77,20,1
1536,12,1,11,8,2,2,6,10,4,90,1,0.59,10,0
1345,12,3,6,26,3,2,8,20,5,120,0,0.04,10,0
1461,18,3,14,28,1,0,2,16,1,60,0,0.93,30,0
1531,18,1,9,20,3,3,9,14,2,120,0,0.21,15,0
1282,20,2,3,25,1,0,2,16,2,90,1,0.32,15,1
1079,18,3,24,9,0,7,7,10,0,90,1,0.98,10,0
943,8,1,24,23,2,2,6,22,6,60,0,0.19,10,0
1092,14,3,22,28,3,0,6,20,2,60,1,0.57,15,1
966,10,2,9,15,5,7,10,18,0,90,1,0.79,20,0
865,8,2,29,9,1,3,5,18,1,60,1,0.59,30,1
905,13,3,21,20,2,2,6,20,5,120,0,0.44,20,0
1580,11,3,15,5,4,7,10,16,0,60,1,0.27,10,0
1067,11,2,21,21,5,2,10,20,4,120,0,0.87,30,0
1259,15,3,8,12,1,6,8,22,3,90,0,0.13,20,0
923,9,3,3,6,1,2,4,10,3,60,1,0.2,15,1
1112,17,3,19,8,4,3,10,20,3,60,0,0.32,30,0
1478,6,3,15,24,0,6,6,18,6,120,0,0.32,30,0
1005,19,1,14,12,0,3,3,18,3,90,1,0.64,20,1
1106,11,2,29,16,0,6,6,14,1,60,1,0.27,15,1
969,15,3,15,29,0,2,2,14,2,60,0,0.61,30,0
1405,14,2,7,17,2,7,10,18,4,90,1,0.5,10,0
1347,11,1,25,10,3,3,9,20,4,60,1,0.42,15,0
1486,20,1,15,0,3,5,10,14,6,120,0,0.32,15,0
1551,20,3,12,14,0,4,4,18,6,90,0,0.54,10,0
1096,12,1,12,9,0,7,7,10,3,60,0,0.72,15,0
1525,6,3,15,19,1,0,2,18,2,60,0,0.15,30,0
923,19,2,18,19,1,0,2,14,1,60,0,0.18,30,0
1566,16,3,20,24,2,4,8,22,2,90,1,0.06,10,0
1479,19,2,17,3,3,4,10,8,2,120,1,0.27,30,0
851,12,2,29,7,1,5,7,8,3,90,1,0.72,15,0
1583,19,3,20,0,1,6,8,20,5,120,1,0.14,30,1
1535,14,3,11,7,4,2,10,18,0,90,1,0.15,10,0
931,8,1,21,0,4,6,10,20,5,90,0,0.28,15,0
1362,11,1,25,1,0,2,2,8,6,90,0,0.16,10,0
1013,10,1,21,12,0,3,3,18,5,120,1,0.84,15,1
1132,13,1,5,25,4,6,10,10,0,90,0,0.34,20,0
1302,14,2,12,28,2,2,6,14,4,90,0,0.61,30,0
1424,15,1,6,6,3,0,6,22,2,90,1,0.54,15,0
1463,13,1,0,27,4,2,10,14,4,60,1,0.39,20,0
1368,8,1,8,16,2,0,4,8,6,90,1,0.45,20,0
971,7,2,30,6,3,2,8,8,6,120,0,0.01,15,0
1008,13,2,15,16,4,6,10,8,1,90,0,0.39,10,0
1462,11,1,14,15,1,0,2,14,1,60,1,0.5,20,1
972,9,1,25,18,4,7,10,18,2,120,0,0.94,30,0
1415,8,3,17,30,4,5,10,14,1,60,1,0.33,15,0
1115,6,2,14,11,2,6,10,18,4,120,1,0.53,15,0
878,14,3,25,0,0,4,4,10,6,60,1,0.09,10,0
949,12,2,1,16,3,4,10,14,0,60,1,0.18,20,0
948,8,2,9,9,1,2,4,14,6,60,0,0.94,30,0
1057,9,2,26,17,1,2,4,10,3,120,0,0.15,30,0
1092,18,1,11,12,2,6,10,22,6,90,0,0.51,15,0
1255,19,3,4,26,0,2,2,20,1,60,0,0.54,20,0
1404,7,3,27,8,3,5,10,8,6,120,0,0.86,20,0
957,6,1,7,4,2,4,8,16,4,120,0,0.24,30,0
1555,7,3,25,20,4,4,10,14,4,90,0,0.74,10,0
1539,8,3,23,21,3,3,9,10,6,60,1,0.0,30,0
1022,11,3,13,4,0,3,3,22,3,120,1,0.44,10,0
1402,6,3,26,21,0,4,4,10,4,90,0,0.68,15,0
846,6,3,12,22,2,1,5,18,3,120,0,0.77,30,0
1449,6,2,4,16,1,2,4,16,6,120,0,0.96,30,0
1209,15,2,5,3,5,1,10,20,0,90,1,0.14,15,0
1459,19,3,14,14,5,3,10,18,2,120,1,0.57,15,0
1468,17,2,29,11,4,6,10,10,4,90,1,0.23,20,0
867,13,1,27,12,0,1,1,22,5,90,1,0.14,20,1
1552,19,3,29,4,4,4,10,8,4,120,0,0.69,30,0
1368,6,2,2,8,0,7,7,14,6,120,1,0.06,10,1
920,7,3,8,3,2,2,6,14,4,90,0,0.46,15,0
841,20,1,22,15,3,6,10,22,1,120,0,0.73,15,0
1054,17,2,0,15,2,0,4,20,4,90,1,0.56,15,0
1024,10,3,28,23,4,3,10,8,0,120,1,0.44,30,0
1344,12,3,18,1,1,2,4,22,6,90,0,0.74,30,0
1574,6,3,8,30,1,3,5,20,3,60,1,0.84,10,1
972,12,3,22,21,3,3,9,14,3,120,1,0.03,30,0
1315,17,1,23,2,0,2,2,20,3,90,1,0.57,20,1
1329,7,1,18,23,3,7,10,16,1,120,0,0.31,10,0
1348,17,1,8,28,2,6,10,18,0,120,0,0.39,20,0
875,8,3,9,20,1,0,2,8,0,60,1,0.85,20,0
972,17,1,28,3,5,1,10,22,0,60,1,0.71,20,0
1060,18,1,16,4,4,7,10,16,4,120,0,0.85,10,0
1146,15,2,29,27,3,1,7,10,0,120,0,0.25,20,0
1494,12,1,1,19,4,6,10,22,4,90,0,0.82,30,0
935,20,1,9,30,5,6,10,10,0,120,1,0.63,15,0
1303,8,2,6,4,1,4,6,8,0,60,0,0.79,15,0
997,19,2,15,30,1,2,4,18,6,120,0,0.32,20,0
1352,13,1,17,15,1,4,6,22,5,60,0,0.94,30,0
1447,18,3,25,19,0,6,6,8,2,60,0,0.51,30,0
1476,20,1,29,29,0,3,3,16,0,120,0,0.67,15,0
1174,20,1,1,30,5,5,10,22,5,90,1,0.78,10,0
1239,16,1,1,3,0,1,1,14,1,90,1,0.36,15,1
1171,8,2,15,9,2,6,10,16,2,120,1,0.07,30,0
1018,15,1,18,4,2,0,4,8,1,90,1,0.12,15,1
1451,8,1,25,23,2,7,10,22,3,120,1,0.59,10,0
1240,14,1,24,13,0,2,2,18,3,60,1,0.77,15,1
1089,7,2,27,29,4,4,10,14,1,60,0,0.14,20,0
1051,14,1,21,23,3,2,8,22,4,120,0,1.0,10,0
1493,14,2,12,6,2,5,9,14,6,90,1,0.38,20,0
1474,7,3,8,14,1,1,3,14,0,120,1,0.04,30,1
1141,18,3,5,30,0,6,6,22,0,90,1,0.37,10,0
1069,16,2,27,12,1,6,8,22,1,60,1,0.17,20,0
1152,15,2,6,14,5,2,10,8,3,120,1,0.81,30,0
966,11,2,28,22,0,2,2,22,5,60,0,0.72,15,0
868,6,1,1,16,2,0,4,10,0,90,0,0.88,30,0
1210,7,3,22,27,4,0,8,18,2,90,1,0.34,15,1
893,13,3,29,29,5,1,10,16,2,90,1,0.24,20,1
1599,7,3,22,22,4,7,10,8,2,90,1,0.04,30,0
1024,7,3,7,3,2,0,4,14,6,120,0,0.99,20,0
1165,6,2,10,0,1,4,6,22,4,60,1,0.22,30,1
1590,12,2,1,5,5,6,10,14,2,90,0,0.67,30,0
1215,11,1,3,14,5,0,10,20,6,90,0,0.12,30,0
1378,20,3,7,30,2,0,4,22,2,120,1,0.03,10,0
1208,15,3,6,10,1,3,5,22,1,60,0,0.55,30,0
1525,6,2,23,0,4,2,10,10,2,60,0,0.57,10,0
1222,11,3,17,12,3,7,10,20,5,120,0,0.94,20,0
861,14,2,4,11,4,4,10,16,1,90,0,0.73,15,0
1316,17,3,23,30,1,0,2,22,0,120,1,0.51,30,1
1113,9,3,27,15,0,3,3,22,2,60,0,0.95,30,0
